Animal ID,Name_Intake,DateTime_Intake,MonthYear_Intake,Found Location,Intake Type,Intake Condition,Animal Type_Intake,Sex upon Intake,Age upon Intake,Breed_Intake,Color_Intake,Name_Outcome,DateTime_Outcome,MonthYear_Outcome,Date of Birth,Animal Type_Outcome,Sex upon Outcome,Age upon Outcome,Breed_Outcome,Color_Outcome,binary_outcome
A709083,Smokie,08/04/2015 04:24:00 PM,08/04/2015 04:24:00 PM,1014 Castle Rd in Travis (TX),Owner Surrender,Normal,Cat,Intact Male,5 months,Domestic Shorthair,Black Smoke,Smokie,08/14/2015 05:21:00 PM,08/14/2015 05:21:00 PM,03/04/2015,Cat,Neutered Male,5 months,Domestic Shorthair,Black Smoke,0.0
A684157,*Peaches,07/20/2014 11:51:00 AM,07/20/2014 11:51:00 AM,1901 W William Cannon Dr in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Bull Terrier Mix,Brown Brindle/White,*Peaches,11/29/2014 04:49:00 PM,11/29/2014 04:49:00 PM,07/20/2013,Dog,Spayed Female,1 year,Bull Terrier Mix,Brown Brindle/White,0.0
A612887,Peaches,10/23/2016 11:52:00 AM,10/23/2016 11:52:00 AM,E St Elmo Rd And Todd Ln in Austin (TX),Stray,Normal,Dog,Spayed Female,14 years,Miniature Poodle Mix,Tan,Peaches,11/03/2016 02:37:00 PM,11/03/2016 02:37:00 PM,10/28/2001,Dog,Spayed Female,15 years,Miniature Poodle Mix,Tan,0.0
A771445,Cowboy,05/05/2018 12:07:00 PM,05/05/2018 12:07:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,3 years,Staffordshire Mix,Blue/White,Cowboy,05/16/2018 12:46:00 PM,05/16/2018 12:46:00 PM,05/05/2015,Dog,Intact Male,3 years,Staffordshire Mix,Blue/White,1.0
A669606,Marley,12/23/2013 05:26:00 PM,12/23/2013 05:26:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,7 months,Dachshund Longhair Mix,Tan/White,Marley,12/23/2013 06:23:00 PM,12/23/2013 06:23:00 PM,05/23/2013,Dog,Intact Male,7 months,Dachshund Longhair Mix,Tan/White,0.0
A794418,*Dizzy,05/08/2019 10:31:00 AM,05/08/2019 10:31:00 AM,5701 Johnny Morris Road #320 in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair,Orange Tabby,*Dizzy,05/13/2019 04:20:00 PM,05/13/2019 04:20:00 PM,05/08/2018,Cat,Intact Female,1 year,Domestic Shorthair,Orange Tabby,0.0
A701006,Scai,04/22/2015 01:45:00 PM,04/22/2015 01:45:00 PM,Turnersville Rd And Turnersvill Rd S in Travis (TX),Stray,Normal,Dog,Spayed Female,3 years,Pit Bull Mix,White,Scai,05/04/2015 12:12:00 PM,05/04/2015 12:12:00 PM,04/22/2012,Dog,Spayed Female,3 years,Pit Bull Mix,White,0.0
A810994,,12/25/2019 12:05:00 AM,12/25/2019 12:05:00 AM,7900 Rm 1826 Rd in Travis (TX),Wildlife,Normal,Other,Unknown,2 years,Bat,Brown,,12/26/2019 08:38:00 AM,12/26/2019 08:38:00 AM,12/24/2017,Other,Unknown,2 years,Bat,Brown,1.0
A735649,Honey,09/28/2016 01:55:00 PM,09/28/2016 01:55:00 PM,Austin (TX),Public Assist,Normal,Dog,Spayed Female,19 years,Labrador Retriever,Brown/Tan,Honey,09/29/2016 11:03:00 AM,09/29/2016 11:03:00 AM,09/28/1997,Dog,Spayed Female,19 years,Labrador Retriever,Brown/Tan,0.0
A691176,,10/31/2014 12:39:00 AM,10/31/2014 12:39:00 AM,5710 Duval St in Austin (TX),Wildlife,Normal,Other,Unknown,4 weeks,Bat,Brown/Black,,10/31/2014 08:43:00 AM,10/31/2014 08:43:00 AM,10/01/2014,Other,Unknown,4 weeks,Bat,Brown/Black,1.0
A810476,Max,12/14/2019 11:36:00 AM,12/14/2019 11:36:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,Chihuahua Longhair,Brown,Max,12/17/2019 04:13:00 PM,12/17/2019 04:13:00 PM,12/14/2018,Dog,Neutered Male,1 year,Chihuahua Longhair,Brown,0.0
A802818,Moo Moo,08/23/2019 11:07:00 AM,08/23/2019 11:07:00 AM,Austin (TX),Owner Surrender,Sick,Dog,Neutered Male,1 year,Cairn Terrier,Black/White,Moo Moo,08/31/2019 05:10:00 PM,08/31/2019 05:10:00 PM,05/12/2018,Dog,Neutered Male,1 year,Cairn Terrier,Black/White,0.0
A804568,Chespita,09/15/2019 06:04:00 PM,09/15/2019 06:04:00 PM,4715 Green Ridge in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Bichon Frise Mix,White,Chespita,09/17/2019 02:36:00 PM,09/17/2019 02:36:00 PM,05/17/2018,Dog,Intact Female,1 year,Bichon Frise Mix,White,0.0
A730385,*Zoey,07/03/2016 02:48:00 PM,07/03/2016 02:48:00 PM,5901 Idlewood Cv in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Pit Bull Mix,Brown/White,*Zoey,07/10/2016 06:55:00 PM,07/10/2016 06:55:00 PM,07/03/2015,Dog,Spayed Female,1 year,Pit Bull Mix,Brown/White,0.0
A210457,Caleb,09/28/2016 12:05:00 PM,09/28/2016 12:05:00 PM,4424 S Mopac #412 in Austin (TX),Public Assist,Aged,Dog,Neutered Male,17 years,Chihuahua Shorthair,Tan/Black,Caleb,10/07/2016 12:34:00 PM,10/07/2016 12:34:00 PM,06/01/1999,Dog,Neutered Male,17 years,Chihuahua Shorthair,Tan/Black,0.0
A727572,,05/23/2016 12:51:00 PM,05/23/2016 12:51:00 PM,Tamarron Blvd And Walsh Tarlton Ln in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Labrador Retriever Mix,White/Tan,,05/30/2016 01:16:00 PM,05/30/2016 01:16:00 PM,04/08/2016,Dog,Intact Male,1 month,Labrador Retriever Mix,White/Tan,0.0
A789039,Zeus,02/13/2019 02:59:00 PM,02/13/2019 02:59:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,5 years,Mastiff Mix,Brown Brindle,Zeus,02/19/2019 01:00:00 PM,02/19/2019 01:00:00 PM,02/13/2014,Dog,Neutered Male,5 years,Mastiff Mix,Brown Brindle,0.0
A687030,,08/30/2014 12:56:00 PM,08/30/2014 12:56:00 PM,11301 Farrah Lane in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Blue Tabby,,08/30/2014 02:44:00 PM,08/30/2014 02:44:00 PM,08/08/2014,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Blue Tabby,0.0
A728547,*Cat,06/05/2016 04:10:00 PM,06/05/2016 04:10:00 PM,Springdale Rd in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black Tabby/White,*Cat,08/04/2016 08:30:00 AM,08/04/2016 08:30:00 AM,04/20/2016,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Black Tabby/White,0.0
A726376,Milo,09/20/2019 12:27:00 PM,09/20/2019 12:27:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,3 years,Border Collie/Greyhound,Black/White,Milo,10/28/2019 02:08:00 PM,10/28/2019 02:08:00 PM,03/10/2016,Dog,Neutered Male,3 years,Border Collie/Greyhound,Black/White,0.0
A751382,Thor,06/07/2017 03:04:00 PM,06/07/2017 03:04:00 PM,1156 W Cesar Chavez St in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Labrador Retriever Mix,Tan/Brown,Thor,06/11/2017 05:47:00 PM,06/11/2017 05:47:00 PM,04/07/2017,Dog,Neutered Male,2 months,Labrador Retriever Mix,Tan/Brown,0.0
A729315,Abby,06/16/2016 11:03:00 AM,06/16/2016 11:03:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,6 years,Chihuahua Shorthair Mix,Tricolor,Abby,06/20/2016 12:00:00 AM,06/20/2016 12:00:00 AM,01/16/2010,Dog,Spayed Female,6 years,Chihuahua Shorthair Mix,Tricolor,0.0
A706089,,06/24/2015 02:43:00 PM,06/24/2015 02:43:00 PM,Fm 1825 And Sarah'S Creek Dr in Pflugerville (TX),Stray,Normal,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Calico,,06/24/2015 04:39:00 PM,06/24/2015 04:39:00 PM,06/02/2015,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Calico,0.0
A757949,Prince,09/08/2017 05:33:00 PM,09/08/2017 05:33:00 PM,201 West Powell Lane in Austin (TX),Stray,Normal,Dog,Neutered Male,7 years,Lhasa Apso Mix,Cream,Prince,09/21/2017 11:15:00 AM,09/21/2017 11:15:00 AM,10/09/2009,Dog,Neutered Male,7 years,Lhasa Apso Mix,Cream,0.0
A727162,Belle,05/18/2016 05:10:00 PM,05/18/2016 05:10:00 PM,8000 Decker Ln in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,German Shepherd Mix,Tan/Black,Belle,09/05/2016 03:03:00 PM,09/05/2016 03:03:00 PM,03/10/2016,Dog,Spayed Female,5 months,German Shepherd Mix,Tan/Black,0.0
A809740,*Cumin,11/30/2019 01:37:00 PM,11/30/2019 01:37:00 PM,Parmer And Mcneil in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull,Brown/White,*Cumin,12/30/2019 07:11:00 PM,12/30/2019 07:11:00 PM,11/30/2017,Dog,Neutered Male,2 years,Pit Bull,Brown/White,0.0
A710362,*Yolanda,08/22/2015 11:27:00 AM,08/22/2015 11:27:00 AM,Leander (TX),Owner Surrender,Normal,Cat,Intact Female,4 months,Domestic Shorthair Mix,Silver Tabby,*Yolanda,08/30/2015 06:05:00 PM,08/30/2015 06:05:00 PM,04/22/2015,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Silver Tabby,0.0
A722316,,03/14/2016 04:05:00 PM,03/14/2016 04:05:00 PM,800 W 6Th St in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat,Black/Gray,,03/14/2016 05:12:00 PM,03/14/2016 05:12:00 PM,03/14/2015,Other,Unknown,1 year,Bat,Black/Gray,1.0
A776129,*Mary,07/09/2018 12:20:00 PM,07/09/2018 12:20:00 PM,Ross Road And Highway 71 in Austin (TX),Stray,Normal,Dog,Intact Female,4 years,Australian Cattle Dog Mix,Blue Merle,*Mary,07/21/2018 05:52:00 PM,07/21/2018 05:52:00 PM,07/09/2014,Dog,Spayed Female,4 years,Australian Cattle Dog Mix,Blue Merle,0.0
A666636,*Willow,11/05/2013 08:30:00 AM,11/05/2013 08:30:00 AM,7610 Cameron Rd. in Austin (TX),Stray,Injured,Cat,Intact Male,6 months,Domestic Medium Hair Mix,Blue Tabby/White,*Willow,11/13/2013 06:28:00 PM,11/13/2013 06:28:00 PM,05/05/2013,Cat,Neutered Male,6 months,Domestic Medium Hair Mix,Blue Tabby/White,0.0
A704958,Chance,06/11/2015 11:53:00 AM,06/11/2015 11:53:00 AM,2509 Flora Cv in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull Mix,Chocolate/White,Chance,07/01/2015 11:12:00 AM,07/01/2015 11:12:00 AM,06/11/2013,Dog,Intact Male,2 years,Pit Bull Mix,Chocolate/White,0.0
A669680,Nino,11/15/2016 08:53:00 AM,11/15/2016 08:53:00 AM,Austin (TX),Public Assist,Normal,Dog,Neutered Male,4 years,Plott Hound Mix,Brown Brindle/White,Nino,11/25/2016 07:53:00 PM,11/25/2016 07:53:00 PM,12/24/2011,Dog,Neutered Male,4 years,Plott Hound Mix,Brown Brindle/White,0.0
A670252,*Willow,01/04/2014 12:39:00 PM,01/04/2014 12:39:00 PM,4880 E Yager in Manor (TX),Stray,Normal,Dog,Intact Female,8 months,Catahoula Mix,Tan/White,*Willow,01/08/2014 06:36:00 PM,01/08/2014 06:36:00 PM,05/04/2013,Dog,Intact Female,8 months,Catahoula Mix,Tan/White,0.0
A674926,Trace,03/20/2014 12:59:00 PM,03/20/2014 12:59:00 PM,Austin (TX),Owner Surrender,Sick,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Brown Tabby/White,Trace,03/22/2014 04:09:00 PM,03/22/2014 04:09:00 PM,03/20/2011,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Brown Tabby/White,0.0
A726501,Ringo,05/11/2016 01:59:00 PM,05/11/2016 01:59:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,1 month,Domestic Medium Hair Mix,Brown Tabby/White,Ringo,05/15/2016 01:09:00 PM,05/15/2016 01:09:00 PM,03/16/2016,Cat,Intact Male,1 month,Domestic Medium Hair Mix,Brown Tabby/White,0.0
A757362,035 Jojo,09/01/2017 02:47:00 PM,09/01/2017 02:47:00 PM,Outside Jurisdiction,Public Assist,Normal,Dog,Intact Male,2 years,Labrador Retriever Mix,Black,035 Jojo,10/09/2017 07:03:00 PM,10/09/2017 07:03:00 PM,09/01/2015,Dog,Intact Male,2 years,Labrador Retriever Mix,Black,0.0
A809872,,12/02/2019 06:52:00 PM,12/02/2019 06:52:00 PM,7201 Levander Loop in Austin (TX),Stray,Normal,Dog,Intact Female,3 months,Chihuahua Shorthair/Pug,Tan,,12/09/2019 02:00:00 PM,12/09/2019 02:00:00 PM,08/03/2019,Dog,Spayed Female,4 months,Chihuahua Shorthair/Pug,Tan,0.0
A680893,,06/09/2014 03:00:00 PM,06/09/2014 03:00:00 PM,3100 Blk Oakmont in Austin (TX),Wildlife,Sick,Other,Unknown,2 years,Raccoon,Gray/Black,,06/09/2014 03:10:00 PM,06/09/2014 03:10:00 PM,06/09/2012,Other,Unknown,2 years,Raccoon,Gray/Black,1.0
A705100,*Harriet,06/13/2015 11:12:00 AM,06/13/2015 11:12:00 AM,408 Ralph Alanedo in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby/White,*Harriet,06/22/2015 12:58:00 PM,06/22/2015 12:58:00 PM,05/06/2015,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby/White,0.0
A766661,,02/13/2018 04:52:00 PM,02/13/2018 04:52:00 PM,411 Bastrop in Austin (TX),Stray,Nursing,Dog,Intact Female,4 weeks,Australian Cattle Dog Mix,Blue Tick,,03/11/2018 03:45:00 PM,03/11/2018 03:45:00 PM,01/10/2018,Dog,Spayed Female,1 month,Australian Cattle Dog Mix,Blue Tick,0.0
A804145,Bowser,09/11/2019 11:06:00 AM,09/11/2019 11:06:00 AM,Chandler And Ih30 in Williamson (TX),Stray,Normal,Dog,Intact Male,2 years,Miniature Schnauzer Mix,Black/White,Bowser,09/13/2019 02:28:00 PM,09/13/2019 02:28:00 PM,09/11/2017,Dog,Intact Male,2 years,Miniature Schnauzer Mix,Black/White,0.0
A758260,Brian,09/13/2017 12:43:00 PM,09/13/2017 12:43:00 PM,Austin (TX),Public Assist,Normal,Dog,Intact Male,6 months,Labrador Retriever Mix,Black,Brian,09/22/2017 05:34:00 PM,09/22/2017 05:34:00 PM,03/13/2017,Dog,Intact Male,6 months,Labrador Retriever Mix,Black,0.0
A758658,Dexter,11/20/2018 04:34:00 PM,11/20/2018 04:34:00 PM,12045 Riparian Road in Manor (TX),Public Assist,Normal,Dog,Neutered Male,2 years,German Shepherd Mix,Black/Tan,Dexter,12/17/2018 12:41:00 PM,12/17/2018 12:41:00 PM,11/20/2016,Dog,Neutered Male,2 years,German Shepherd Mix,Black/Tan,0.0
A791481,,03/26/2019 11:57:00 AM,03/26/2019 11:57:00 AM,14906 Zurick Drive in Travis (TX),Stray,Normal,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Black Tabby,,03/26/2019 01:47:00 PM,03/26/2019 01:47:00 PM,03/12/2019,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Black Tabby,0.0
A796905,,06/07/2019 08:52:00 AM,06/07/2019 08:52:00 AM,2611 Hill View Drive in Austin (TX),Wildlife,Injured,Other,Unknown,2 years,Raccoon,Black/Gray,,06/07/2019 10:27:00 AM,06/07/2019 10:27:00 AM,06/07/2017,Other,Unknown,2 years,Raccoon,Black/Gray,1.0
A761497,*Kiwi,11/05/2017 06:50:00 PM,11/05/2017 06:50:00 PM,Austin (TX),Stray,Normal,Cat,Intact Male,3 months,Domestic Longhair Mix,White/Brown Tabby,*Kiwi,11/30/2017 02:52:00 PM,11/30/2017 02:52:00 PM,08/05/2017,Cat,Neutered Male,3 months,Domestic Longhair Mix,White/Brown Tabby,0.0
A730953,*Tony,07/13/2016 06:03:00 PM,07/13/2016 06:03:00 PM,11711 Maybock Dr in Travis (TX),Stray,Sick,Cat,Intact Male,2 months,Domestic Shorthair Mix,Orange Tabby,*Tony,10/05/2016 03:08:00 PM,10/05/2016 03:08:00 PM,04/13/2016,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Orange Tabby,0.0
A780654,,09/18/2018 02:07:00 PM,09/18/2018 02:07:00 PM,Austin (TX),Wildlife,Sick,Other,Unknown,2 years,Bat Mix,Black,,09/18/2018 03:34:00 PM,09/18/2018 03:34:00 PM,09/18/2016,Other,Unknown,2 years,Bat Mix,Black,1.0
A726066,,05/05/2016 05:31:00 PM,05/05/2016 05:31:00 PM,6Th St And Trinity in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat Mix,Brown,,05/05/2016 06:03:00 PM,05/05/2016 06:03:00 PM,05/05/2015,Other,Unknown,1 year,Bat Mix,Brown,1.0
A703748,,05/28/2015 01:31:00 PM,05/28/2015 01:31:00 PM,8038 Exchange Dr in Austin (TX),Stray,Normal,Cat,Intact Male,3 years,Domestic Shorthair Mix,Blue/White,,05/29/2015 09:00:00 AM,05/29/2015 09:00:00 AM,05/28/2012,Cat,Intact Male,3 years,Domestic Shorthair Mix,Blue/White,0.0
A666319,,10/30/2013 12:33:00 PM,10/30/2013 12:33:00 PM,5109 Regency Dr in Austin (TX),Stray,Normal,Cat,Spayed Female,8 years,Persian Mix,Flame Point,,11/09/2013 06:44:00 PM,11/09/2013 06:44:00 PM,10/30/2005,Cat,Spayed Female,8 years,Persian Mix,Flame Point,1.0
A703165,,05/21/2015 11:04:00 AM,05/21/2015 11:04:00 AM,3401 W Parmer Ln in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby,,07/19/2015 07:30:00 PM,07/19/2015 07:30:00 PM,04/14/2015,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby,0.0
A697885,*Stacey,03/02/2015 05:49:00 PM,03/02/2015 05:49:00 PM,14549 Plover Pl in Travis (TX),Stray,Normal,Dog,Intact Female,6 months,Pit Bull Mix,Blue/White,*Stacey,03/14/2015 06:00:00 PM,03/14/2015 06:00:00 PM,08/02/2014,Dog,Spayed Female,7 months,Pit Bull Mix,Blue/White,0.0
A761336,,11/02/2017 06:28:00 PM,11/02/2017 06:28:00 PM,2130 Ponciana Loop in Austin (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Longhair Mix,Black,,11/06/2017 02:06:00 PM,11/06/2017 02:06:00 PM,08/03/2017,Cat,Intact Female,3 months,Domestic Longhair Mix,Black,0.0
A703271,*Hoster,05/22/2015 01:44:00 PM,05/22/2015 01:44:00 PM,9707 Colpax Drive in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Blue/White,*Hoster,07/12/2015 03:00:00 PM,07/12/2015 03:00:00 PM,04/22/2015,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue/White,0.0
A732152,,08/03/2016 11:26:00 AM,08/03/2016 11:26:00 AM,2503 Barton Hills Dr in Austin (TX),Stray,Normal,Cat,Unknown,1 weeks,Domestic Medium Hair Mix,Blue,,08/03/2016 01:25:00 PM,08/03/2016 01:25:00 PM,07/26/2016,Cat,Unknown,1 weeks,Domestic Medium Hair Mix,Blue,0.0
A669131,Lucky,12/15/2013 01:44:00 PM,12/15/2013 01:44:00 PM,5220 Jim Hogg Ave in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,Labrador Retriever Mix,Black/White,Lucky,12/28/2013 03:26:00 PM,12/28/2013 03:26:00 PM,12/15/2011,Dog,Neutered Male,2 years,Labrador Retriever Mix,Black/White,0.0
A747105,London,04/14/2017 12:00:00 PM,04/14/2017 12:00:00 PM,10507 Us Highway 290 East in Manor (TX),Stray,Normal,Dog,Neutered Male,1 year,German Shorthair Pointer Mix,White/Brown,London,04/14/2017 01:00:00 PM,04/14/2017 01:00:00 PM,04/14/2016,Dog,Neutered Male,1 year,German Shorthair Pointer Mix,White/Brown,0.0
A750227,,05/24/2017 03:10:00 PM,05/24/2017 03:10:00 PM,1208 Eleanor St in Austin (TX),Stray,Normal,Cat,Neutered Male,5 years,Domestic Shorthair Mix,Blue,,05/25/2017 01:41:00 PM,05/25/2017 01:41:00 PM,05/24/2012,Cat,Neutered Male,5 years,Domestic Shorthair Mix,Blue,0.0
A651015,Clifford,07/18/2014 05:25:00 PM,07/18/2014 05:25:00 PM,Mercy Side in Pflugerville (TX),Stray,Normal,Dog,Intact Male,4 years,Golden Retriever,Tan,Clifford,07/21/2014 11:16:00 AM,07/21/2014 11:16:00 AM,04/04/2010,Dog,Intact Male,4 years,Golden Retriever,Tan,0.0
A678095,Teagan,05/03/2014 05:38:00 PM,05/03/2014 05:38:00 PM,Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Medium Hair Mix,Brown Tabby,Teagan,05/07/2014 06:17:00 PM,05/07/2014 06:17:00 PM,02/16/2014,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Brown Tabby,0.0
A675338,*Carlton,03/26/2014 02:35:00 PM,03/26/2014 02:35:00 PM,7604 Crystal Brook Cv in Austin (TX),Stray,Normal,Dog,Intact Male,8 years,Pit Bull Mix,White/Brown,*Carlton,04/01/2014 03:58:00 PM,04/01/2014 03:58:00 PM,03/26/2006,Dog,Intact Male,8 years,Pit Bull Mix,White/Brown,1.0
A736674,Pepper,10/15/2016 01:37:00 PM,10/15/2016 01:37:00 PM,Harrisglenn Dr & Josh Ridge Blvd in Austin (TX),Stray,Normal,Dog,Neutered Male,6 months,Labrador Retriever/Pit Bull,Black/White,Pepper,10/19/2016 11:41:00 AM,10/19/2016 11:41:00 AM,04/15/2016,Dog,Neutered Male,6 months,Labrador Retriever/Pit Bull,Black/White,0.0
A755092,Chico,07/29/2017 11:04:00 AM,07/29/2017 11:04:00 AM,Tensley Trail And Romayne Lane in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,Chocolate/White,Chico,07/29/2017 07:46:00 PM,07/29/2017 07:46:00 PM,07/29/2015,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,Chocolate/White,0.0
A676631,*Toothless,04/12/2014 05:46:00 PM,04/12/2014 05:46:00 PM,1601 E Slaughter Ln in Austin (TX),Stray,Sick,Cat,Intact Female,5 months,Domestic Shorthair Mix,Black,*Toothless,04/24/2014 01:08:00 PM,04/24/2014 01:08:00 PM,10/12/2013,Cat,Intact Female,6 months,Domestic Shorthair Mix,Black,0.0
A733484,*Isaac,08/22/2016 03:16:00 PM,08/22/2016 03:16:00 PM,1406 Greenwood Ave in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Orange Tabby,*Isaac,09/05/2016 04:59:00 PM,09/05/2016 04:59:00 PM,06/15/2016,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby,0.0
A708657,,07/30/2015 10:14:00 AM,07/30/2015 10:14:00 AM,7610 Cameron in Austin (TX),Public Assist,Feral,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Black/White,,08/10/2015 04:23:00 PM,08/10/2015 04:23:00 PM,07/30/2011,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Black/White,0.0
A476642,Polly,10/06/2014 09:57:00 PM,10/06/2014 09:57:00 PM,Barbara Jordan Blvd in Austin (TX),Stray,Normal,Cat,Spayed Female,9 years,Domestic Shorthair Mix,Black,Polly,10/17/2014 11:26:00 AM,10/17/2014 11:26:00 AM,06/25/2005,Cat,Spayed Female,9 years,Domestic Shorthair Mix,Black,0.0
A708849,,08/01/2015 01:55:00 PM,08/01/2015 01:55:00 PM,4527 North Lamar Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Bruss Griffon Mix,Tricolor,,08/05/2015 06:14:00 PM,08/05/2015 06:14:00 PM,08/01/2014,Dog,Neutered Male,1 year,Bruss Griffon Mix,Tricolor,0.0
A680876,,06/09/2014 01:02:00 PM,06/09/2014 01:02:00 PM,17312 Lakewood Cir in Travis (TX),Stray,Normal,Cat,Intact Male,3 years,Domestic Shorthair,Blue Tabby,,06/11/2014 11:10:00 AM,06/11/2014 11:10:00 AM,06/09/2011,Cat,Intact Male,3 years,Domestic Shorthair,Blue Tabby,0.0
A791448,,03/26/2019 06:53:00 AM,03/26/2019 06:53:00 AM,9504 Kempler Dr in Austin (TX),Public Assist,Normal,Other,Unknown,1 year,Bat Mix,Brown,,03/26/2019 08:40:00 AM,03/26/2019 08:40:00 AM,03/26/2018,Other,Unknown,1 year,Bat Mix,Brown,1.0
A694909,Cookie,01/06/2015 12:37:00 PM,01/06/2015 12:37:00 PM,Austin (TX),Owner Surrender,Sick,Dog,Spayed Female,10 years,Chihuahua Shorthair Mix,Tan/White,Cookie,01/06/2015 01:31:00 PM,01/06/2015 01:31:00 PM,01/06/2005,Dog,Spayed Female,10 years,Chihuahua Shorthair Mix,Tan/White,1.0
A764773,*Jerry,01/06/2018 11:01:00 AM,01/06/2018 11:01:00 AM,508 East Howard Lane in Austin (TX),Stray,Injured,Cat,Neutered Male,4 years,Domestic Medium Hair Mix,Black,*Jerry,01/21/2018 04:22:00 PM,01/21/2018 04:22:00 PM,01/06/2014,Cat,Neutered Male,4 years,Domestic Medium Hair Mix,Black,0.0
A689133,*Farley,09/29/2014 06:01:00 PM,09/29/2014 06:01:00 PM,2011 Greenbrook Pkwy in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Orange Tabby,*Farley,10/12/2014 05:59:00 PM,10/12/2014 05:59:00 PM,07/29/2014,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby,0.0
A792045,*Zahara,04/04/2019 06:38:00 PM,04/04/2019 06:38:00 PM,11701 Metric Boulevard in Austin (TX),Stray,Normal,Cat,Intact Female,2 years,Domestic Shorthair Mix,Blue/White,*Zahara,04/06/2019 03:37:00 PM,04/06/2019 03:37:00 PM,04/04/2017,Cat,Intact Female,2 years,Domestic Shorthair Mix,Blue/White,0.0
A607030,Kitty,05/30/2018 03:17:00 PM,05/30/2018 03:17:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,9 years,Domestic Medium Hair Mix,Orange Tabby,Kitty,06/05/2018 12:00:00 PM,06/05/2018 12:00:00 PM,07/30/2008,Cat,Spayed Female,9 years,Domestic Medium Hair Mix,Orange Tabby,0.0
A759217,,09/29/2017 10:15:00 AM,09/29/2017 10:15:00 AM,12118 Walnut Creek in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Chihuahua Shorthair Mix,Black/Brown,,09/29/2017 01:32:00 PM,09/29/2017 01:32:00 PM,07/29/2017,Dog,Intact Female,2 months,Chihuahua Shorthair Mix,Black/Brown,0.0
A733253,,08/19/2016 01:19:00 PM,08/19/2016 01:19:00 PM,Us 290 And Ledgestone Terrace in Austin (TX),Stray,Normal,Cat,Intact Male,4 months,Domestic Shorthair Mix,Orange Tabby,,08/24/2016 06:31:00 PM,08/24/2016 06:31:00 PM,04/19/2016,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Orange Tabby,0.0
